id,name,about,network,followersCount,proposalsCount,gov_model,turnout_rate_proxy,log_followers,tally_proposals,tally_votes,voters_90d,token_holders
rbn.eth,Aevo,,1,2098,37,hybrid,0.01763584366062917,7.649216319820633,,,,
decrypt-media.eth,Decrypt Media,A media company for the Web3 age,1,8010,16,hybrid,0.0019975031210986267,8.988570876215118,,,,
rarible.eth,Rarible Protocol DAO,,1,4129,138,hybrid,0.033422136110438365,8.326032685955079,,,,
primexyz.eth,PrimeDAO,Collective of experienced builders enabling DAO 2 DAO innovation,1,130,84,hybrid,0.6461538461538462,4.875197323201151,,,,
qidao.eth,Qi Dao | Mai.Finance,The Dao is like a well: used but never used up. It is like the eternal void: filled with infinite possibilities.,1,8361,246,hybrid,0.02942231790455687,9.03145291191651,,,,
varen.eth,Varen,Varen is an Ethereum-based multi-chain DeFi hub,1,87,33,hybrid,0.3793103448275862,4.477336814478207,,,,
snapshot.dcl.eth,Decentraland,Decentraland Snapshot Space,1,34193,2784,token,0.0814201737197672,10.439805469063055,,,,
pickle.eth,PICKLE,,1,582,51,hybrid,0.08762886597938144,6.368187186350492,,,,
charged.eth,Charged Particles,What's in your NFT?,1,99,29,hybrid,0.29292929292929293,4.605170185988092,,,,
uniswapgovernance.eth,Uniswap,Only delegated UNI may be used to vote on proposals. You can delegate to yourself or another address here: https://app.uniswap.org/#/vote,1,124884,180,delegated,0.0014413375612568463,11.735148592824697,,,,
trustwallet,Trust Wallet,,56,47098,19,hybrid,0.00040341415771370337,10.760007048356615,,,,
aragon,Aragon,,1,231,17,hybrid,0.0735930735930736,5.44673737166631,,,,
ampleforthorg.eth,Ampleforth,"Offchain signaling for Ampleforth Ecosystem, including AMPL, SPOT, Forth DAO, and surrounding infrastructure.

Learn more at https://ampleforth.org/governance",1,350,50,hybrid,0.14285714285714285,5.860786223465865,,,,
spookyswap.eth,SpookySwap,,250,4241,97,hybrid,0.02287196415939637,8.352790135124629,,,,
fingerprints.eth,Fingerprints DAO,The home of blockchain art.,1,149,40,hybrid,0.2684563758389262,5.0106352940962555,,,,
banklessvault.eth,Bankless DAO,A decentralized community helping the world go bankless,1,28685,84,hybrid,0.0029283597699145897,10.264164477854159,,,,
ens.eth,ENS,,1,142745,84,hybrid,0.0005884619426249606,11.8688221061099,,,,
masknetwork.eth,MASK,,1,2405,14,hybrid,0.0058212058212058215,7.785720896534624,,,,
apeswap-finance.eth,ApeBond,,56,713,32,hybrid,0.04488078541374474,6.570882962339584,,,,
stakewise.eth,StakeWise,"StakeWise DAO transparently guides decisions on development, support, and governance of its liquid staking protocol and SWISE token ecosystem. Start your propo…",1,503,142,hybrid,0.2823061630218688,6.222576268071369,,,,
rallygov.eth,Rally,,1,419,198,hybrid,0.47255369928400953,6.040254711277414,,,,
hakka.eth,Hakka Finance,Hakka Decentralized Finance Ecosystem Warped Spacetime with Crypto Native Primitives,1,18714,17,hybrid,0.0009084108154322967,9.83708062033853,,,,
uberhaus.eth,Uberhaus,Voting for the DAOhaus Ecosystem,1,46,4,hybrid,0.08695652173913043,3.8501476017100584,,,,
everipediaiq.eth,IQ,The IQ token is a cryptocurrency dedicated to the future of knowledge. The IQ token is managed by BrainDAO and powers the IQ ecosystem which includes IQAI.com,1,45,36,hybrid,0.8,3.828641396489095,,,,
akropolis.eth,Akropolis,,1,84,9,hybrid,0.10714285714285714,4.442651256490317,,,,
blockzerolabs.eth,Blockzero Labs,Launching Ideas into the Decentralized World,1,145,49,hybrid,0.33793103448275863,4.983606621708336,,,,
olympusdao.eth,OlympusDAO,,1,27192,306,hybrid,0.011253309796999117,10.210714866221961,,,,
fei.eth,Fei,The stablecoin for DeFi,1,1972,137,hybrid,0.06947261663286004,7.587310506022615,,,,
ffdao.eth,forefront,The Pulse of Web3 Social,1,386,27,hybrid,0.06994818652849741,5.958424693029782,,,,
macaronswap.eth,MacaronSwap,Decentralized Cross-Chain Exchange & Farming Platform,56,34,15,hybrid,0.4411764705882353,3.5553480614894135,,,,
council.graphprotocol.eth,The Graph Council,A space for all Graph Governance Proposals from The Graph Council.,1,50,62,hybrid,1.0,3.9318256327243257,,,,
ybaby.eth,yearn (old),,1,4100,13,hybrid,0.0031707317073170734,8.31898612539206,,,,
comp-vote.eth,Compound,,1,7261,26,hybrid,0.003580773998071891,8.89041055197428,,,,
ren-project.eth,Ren Project,renproject.io - An open protocol providing access to inter-blockchain liquidity for all decentralized applications.,1,119,31,hybrid,0.2605042016806723,4.787491742782046,,,,
ilvgov.eth,Illuvinati Governance,,1,4551,38,hybrid,0.008349813227862008,8.423321975806166,,,,
poh.eth,Proof Of Humanity,,1,58900,116,hybrid,0.0019694397283531407,10.983613347424248,,,,
aladdindao.eth,AladdinDAO,AladdinDAO is a decentralized network to shift crypto investments from venture capitalists to wisdom of crowds through collective value discovery.,1,778,1288,hybrid,1.0,6.658011045870748,,,,
officialoceandao.eth,OceanDAO,,1,1420,151,hybrid,0.10633802816901408,7.259116128097101,,,,
synthereum.eth,Jarvis Network,,1,285,116,hybrid,0.4070175438596491,5.655991810819852,,,,
bancornetwork.eth,Bancor,"Bancor Governance Snapshot. For more information, consult the Bancor Governance Forum at gov.bancor.network.",1,4185,558,token,0.13333333333333333,8.339500903005945,,,,
poolpool.pooltogether.eth,Pool Pool,,1,1082,65,hybrid,0.06007393715341959,6.9874902470009905,,,,
pooltogether.eth,PoolTogether,,1,5222,38,hybrid,0.007276905400229797,8.560827228436299,,,,
pangolindex.eth,Pangolin,,43114,1087,42,hybrid,0.03863845446182153,6.992096427415888,,,,
mimo.eth,Parallel,"Providing overcollateralized, decentralized & multichain EUR (PAR) & USD (paUSD) stablecoins | Governance Token: $PRL | Gov Forum: http://gov.parallel.best",1,88,219,hybrid,1.0,4.48863636973214,,,,
impossiblefinance.eth,Impossible Finance,"Impossible Finance is a decentralized incubator, launchpad, and swap",56,211,17,hybrid,0.08056872037914692,5.356586274672012,,,,
quickvote.eth,QuickSwap,DEX on Polygon,137,25437,67,hybrid,0.0026339584070448558,10.14399939801143,,,,
snxgov.eth,Synthetix SCCP/SIP,,1,361,969,hybrid,1.0,5.8916442118257715,,,,
tracer.eth,Tracer,,1,588,46,hybrid,0.0782312925170068,6.3784261836515865,,,,
graphprotocol.eth,The Graph,,1,10955,4,hybrid,0.0003651300775901415,9.301642530382969,,,,
alchemixstakers.eth,Alchemix,,59144,2542,139,hybrid,0.05468135326514555,7.841099765422119,,,,
tokenlon.eth,Tokenlon,,1,1181,46,hybrid,0.03895004233700254,7.074963197966044,,,,
alpacafinance.eth,Alpaca Finance,Alpaca Finance is the largest lending protocol allowing leveraged yield farming on BNB Chain.,56,9303,49,hybrid,0.005267118133935289,9.1381996941985,,,,
harvestfi.eth,Harvest Finance,,1,247,19,hybrid,0.07692307692307693,5.5134287461649825,,,,
gnosis.eth,GnosisDAO,"GnosisDAO transparently guides decisions on development, support, and governance of its GNO token ecosystem. Start your proposal here: https://forum.gnosis.io",1,12051,221,hybrid,0.018338727076591153,9.396985900250192,,,,
pancakebunny.eth,Bunny,,56,742,17,hybrid,0.022911051212938006,6.610696044717759,,,,
alchemistcoin.eth,Alchemist,"The path that has never been taken - one that leads to the Philosophers Stone - requires creativity and freedom, not roadmaps.",1,1147,21,hybrid,0.018308631211857017,7.045776576879511,,,,
ilv.eth,Illuvinati Council,,1,1602,18,hybrid,0.011235955056179775,7.3796321526095525,,,,
diadao.eth,DIA,"DIA is a trustless oracle network. Its modular, rollup-based design enables verifiable sourcing and delivery of any data to any blockchain.",1,2595,101,hybrid,0.03892100192678227,7.86172707782398,,,,
gov.dhedge.eth,dHEDGE DAO,Building a future where everyone has simple and reliable access to financial freedom so that society's quality of life is improved.,10,246,97,hybrid,0.3943089430894309,5.5093883366279774,,,,
opiumprotocol.eth,Opium Network,Opium Protocol Governance Voting Portal,1,1733,87,hybrid,0.05020196191575303,7.458186157340487,,,,
lido-snapshot.eth,Lido,,1,32372,375,hybrid,0.01158408501173854,10.385080021031843,,,,
metafactory.eth,MetaFactory,,1,243,66,hybrid,0.2716049382716049,5.497168225293202,,,,
aventus.eth,Aventus Network,"Aventus transforms how customers unlock growth, efficiency & trust via Web3 solutions that are accessible, intuitive & customised to our clients’ unique needs.",1,152,24,hybrid,0.15789473684210525,5.030437921392435,,,,
vote.airswap.eth,AirSwap,,1,1636,131,hybrid,0.08007334963325183,7.400620577371135,,,,
community.nexusmutual.eth,Nexus Mutual DAO Treasury,Nexus Mutual provides industry leading on-chain protection and serves as the premier insurance alternative for crypto and more.,1,223,68,hybrid,0.30493273542600896,5.4116460518550396,,,,
defigeek.eth,DeFiGeek Community,,1,169,94,hybrid,0.5562130177514792,5.135798437050262,,,,
dextfprotocol.eth,DOMANI Governance,,1,35,12,hybrid,0.34285714285714286,3.58351893845611,,,,
stakedao.eth,Stake DAO,"The Liquid Lockers Protocol.
Stake DAO is a non-custodial liquid staking platform focused on governance tokens.",1,1486,124,hybrid,0.08344549125168237,7.304515946460155,,,,
sportx.eth,SX.bet,The best sports betting exchange in the world,416,81,35,hybrid,0.43209876543209874,4.406719247264253,,,,
cream-finance.eth,Cream Finance,,1,1281,112,hybrid,0.08743169398907104,7.156176637480615,,,,
barnbridge.eth,BarnBridge,"Building DeFi-native solutions for yield and credit.
",1,368,32,hybrid,0.08695652173913043,5.910796644040527,,,,
vote-perp.eth,Perpetual Protocol,https://perp.com,1,1403,39,hybrid,0.027797576621525304,7.247080584585756,,,,
friendswithbenefits.eth,Friends With Benefits,,1,2184,87,hybrid,0.03983516483516483,7.68937110752969,,,,
gdao.eth,Governor DAO,,1,70,18,hybrid,0.2571428571428571,4.2626798770413155,,,,
ndx.eth,Indexed Finance,,1,103,51,hybrid,0.49514563106796117,4.6443908991413725,,,,
nftx.eth,NFTX,,1,161,81,hybrid,0.5031055900621118,5.087596335232384,,,,
frax.eth,Frax,,252,4617,502,hybrid,0.10872861165258826,8.43771698991444,,,,
truefigov.eth,TrueFi,"TrueFi brings collateral-free lending on-chain, maximizing capital efficiency for borrowers and earning rates for lenders.",1,267,78,hybrid,0.29213483146067415,5.5909869805108565,,,,
xdaistake.eth,xDai Chain (Gnosis Chain),The xDai chain is a stable payments blockchain designed for fast and inexpensive transactions. ,1,12392,257,hybrid,0.020739186571981923,9.424887076064874,,,,
aavegotchi.eth,Aavegotchi,A decentralized community building the future of gaming. ,137,86204,580,hybrid,0.006728226068395898,11.364483459609952,,,,
yam.eth,Yam,Only delegated YAM may be used to vote on proposals. You can delegate to yourself or another address here: yam.finance/#/delegate,1,1852,215,delegated,0.11609071274298056,7.52456122628536,,,,
badgerdao.eth,BadgerDAO,BadgerDAO is a decentralized collective of builders supporting community driven growth for Bitcoin across DeFi.,1,10550,119,hybrid,0.011279620853080569,9.263975921142093,,,,
decentralgames.eth,Bag.win,Bag.win: The world's most immersive online casino. Governed by its community. $BAG,1,3191,310,hybrid,0.09714822939517392,8.068402958569699,,,,
dodobird.eth,DODO,DODO is a decentralized exchange platform powered by the Proactive Market Maker (PMM) algorithm.,137,3229,23,hybrid,0.00712294828120161,8.080237416216702,,,,
idlefinance.eth,Idle DAO,Idle DAO off-chain polls for IDLE holders,1,114,128,hybrid,1.0,4.74493212836325,,,,
fabien.eth,Fabien,This is nothing more than a test space.,1,970,465,hybrid,0.4793814432989691,6.878326468291325,,,,
